Kraj;Sprzedawca;Data zamowienia;idZamowienia;Utarg
Niemcy;Leverling;2003-11-28;10362;1549.6
Niemcy;Peacock;2003-12-04;10363;447.2
Niemcy;Davolio;2003-12-04;10364;950.0
Niemcy;Leverling;2003-12-02;10365;403.2
Niemcy;Callahan;2003-12-30;10366;136.0
Niemcy;Fuller;2003-12-02;10368;1689.78
Niemcy;Callahan;2003-12-09;10369;2390.4
Niemcy;Davolio;2003-12-24;10371;72.96
Niemcy;Peacock;2003-12-11;10373;1366.4
Niemcy;Davolio;2003-12-09;10374;459.0
Niemcy;Leverling;2003-12-09;10375;338.0
Niemcy;Davolio;2003-12-13;10376;399.0
Niemcy;Davolio;2003-12-13;10377;863.6
Niemcy;Fuller;2003-12-13;10379;863.28
Niemcy;Callahan;2004-01-16;10380;1313.82
Niemcy;Leverling;2003-12-13;10381;112.0
Niemcy;Peacock;2003-12-16;10382;2900.0
Niemcy;Callahan;2003-12-18;10383;899.0
Niemcy;Leverling;2003-12-20;10384;2222.4
Niemcy;Davolio;2003-12-23;10385;691.2
Niemcy;Davolio;2003-12-20;10387;1058.4
Niemcy;Fuller;2003-12-20;10388;1228.8
Niemcy;Peacock;2003-12-24;10389;1832.8
Niemcy;Leverling;2003-12-31;10391;86.4
Niemcy;Fuller;2004-01-01;10392;1440.0
Niemcy;Davolio;2004-01-03;10393;2556.95
Niemcy;Davolio;2004-01-03;10394;442.0
Niemcy;Davolio;2004-01-06;10396;1903.8
Niemcy;Fuller;2004-01-09;10398;2505.6
Niemcy;Callahan;2004-01-08;10399;1765.6
Niemcy;Davolio;2004-01-16;10400;3063.0
Niemcy;Davolio;2004-01-10;10401;3868.6
Niemcy;Callahan;2004-01-10;10402;2713.5
Niemcy;Peacock;2004-01-09;10403;855.01
Niemcy;Fuller;2004-01-08;10404;1591.25
Niemcy;Davolio;2004-01-22;10405;400.0
Niemcy;Fuller;2004-01-30;10407;1194.0
Niemcy;Callahan;2004-01-14;10408;1622.4
Niemcy;Leverling;2004-01-14;10409;319.2
Niemcy;Leverling;2004-01-15;10410;802.0
Niemcy;Callahan;2004-01-15;10412;334.8
Niemcy;Leverling;2004-01-16;10413;2123.2
Niemcy;Fuller;2004-01-17;10414;224.83
Niemcy;Leverling;2004-01-24;10415;102.4
Niemcy;Callahan;2004-01-27;10416;720.0
Niemcy;Peacock;2004-01-28;10417;11188.4
Niemcy;Peacock;2004-01-24;10418;1814.8
Niemcy;Peacock;2004-01-30;10419;2097.6
Niemcy;Leverling;2004-01-27;10420;1707.84
Niemcy;Callahan;2004-01-27;10421;1194.27
Niemcy;Fuller;2004-01-31;10422;49.8
Niemcy;Peacock;2004-02-06;10426;338.2
Niemcy;Peacock;2004-03-03;10427;651.0
Niemcy;Leverling;2004-02-07;10429;1441.37
Niemcy;Peacock;2004-02-03;10430;4899.2
Niemcy;Peacock;2004-02-07;10431;1892.25
Niemcy;Leverling;2004-02-07;10432;485.0
Niemcy;Leverling;2004-03-04;10433;851.2
Niemcy;Leverling;2004-02-13;10434;321.12
Niemcy;Callahan;2004-02-07;10435;631.6
Niemcy;Leverling;2004-02-11;10436;1994.52
Niemcy;Callahan;2004-02-12;10437;393.0
Niemcy;Leverling;2004-02-14;10438;454.0
Niemcy;Peacock;2004-02-28;10440;4924.13
Niemcy;Leverling;2004-03-14;10441;1755.0
Niemcy;Leverling;2004-02-18;10442;1792.0
Niemcy;Callahan;2004-02-14;10443;517.44
Niemcy;Leverling;2004-02-21;10444;1031.7
Niemcy;Leverling;2004-02-20;10445;174.9
Niemcy;Peacock;2004-03-07;10447;914.4
Niemcy;Peacock;2004-02-24;10448;443.4
Niemcy;Leverling;2004-02-27;10449;1838.2
Niemcy;Callahan;2004-03-11;10450;425.12
Niemcy;Peacock;2004-03-12;10451;3849.66
Niemcy;Callahan;2004-02-26;10452;2018.5
Niemcy;Davolio;2004-02-26;10453;407.7
Niemcy;Peacock;2004-02-25;10454;331.2
Niemcy;Callahan;2004-03-03;10455;2684.0
Niemcy;Callahan;2004-02-28;10456;557.6
Niemcy;Fuller;2004-03-03;10457;1584.0
Niemcy;Peacock;2004-02-28;10459;1659.2
Niemcy;Callahan;2004-03-03;10460;176.1
Niemcy;Davolio;2004-03-05;10461;1538.7
Niemcy;Fuller;2004-03-18;10462;156.0
Niemcy;Peacock;2004-03-14;10464;1609.28
Niemcy;Davolio;2004-03-14;10465;2518.0
Niemcy;Peacock;2004-03-13;10466;216.0
Niemcy;Callahan;2004-03-11;10467;235.2
Niemcy;Leverling;2004-03-12;10468;717.6
Niemcy;Davolio;2004-03-14;10469;956.67
Niemcy;Peacock;2004-03-14;10470;1820.8
Niemcy;Fuller;2004-03-18;10471;1328.0
Niemcy;Callahan;2004-03-19;10472;1036.8
Niemcy;Davolio;2004-03-21;10473;230.4
Niemcy;Callahan;2004-03-24;10476;180.48
Niemcy;Fuller;2004-03-26;10478;471.2
Niemcy;Leverling;2004-03-21;10479;10495.6
Niemcy;Callahan;2004-03-25;10481;1472.0
Niemcy;Davolio;2004-04-10;10482;147.0
Niemcy;Leverling;2004-04-01;10484;386.2
Niemcy;Peacock;2004-03-31;10485;1584.0
Niemcy;Davolio;2004-04-02;10486;1272.0
Niemcy;Fuller;2004-03-28;10487;889.7
Niemcy;Callahan;2004-04-02;10488;1512.0
Niemcy;Callahan;2004-04-08;10491;259.5
Niemcy;Leverling;2004-04-11;10492;851.2
Niemcy;Peacock;2004-04-10;10493;608.4
Niemcy;Peacock;2004-04-09;10494;912.0
Niemcy;Leverling;2004-04-11;10495;278.0
Niemcy;Callahan;2004-04-11;10498;575.0
Niemcy;Peacock;2004-04-16;10499;1412.0
Niemcy;Fuller;2004-04-29;10502;816.3
Niemcy;Peacock;2004-04-18;10504;1388.5
Niemcy;Leverling;2004-04-21;10505;147.9
Niemcy;Davolio;2004-05-13;10508;240.0
Niemcy;Peacock;2004-04-29;10509;136.8
Niemcy;Peacock;2004-04-21;10511;2550.0
Niemcy;Leverling;2004-05-16;10514;8623.45
Niemcy;Fuller;2004-05-23;10515;9921.3
Niemcy;Fuller;2004-05-01;10516;2381.05
Niemcy;Leverling;2004-04-29;10517;352.0
Niemcy;Peacock;2004-05-05;10518;4150.05
Niemcy;Callahan;2004-05-02;10521;225.5
Niemcy;Peacock;2004-05-06;10522;2318.24
Niemcy;Davolio;2004-05-07;10524;3192.65
Niemcy;Davolio;2004-05-23;10525;818.4
Niemcy;Peacock;2004-05-15;10526;1151.4
Niemcy;Leverling;2004-05-12;10530;4180.0
Niemcy;Callahan;2004-05-22;10533;2222.2
Niemcy;Callahan;2004-05-14;10534;465.7
Niemcy;Peacock;2004-05-21;10535;1940.85
Niemcy;Leverling;2004-06-06;10536;1645.0
Niemcy;Davolio;2004-05-19;10537;1823.8
Niemcy;Leverling;2004-06-13;10540;10191.7
Niemcy;Fuller;2004-05-29;10541;1946.52
Niemcy;Davolio;2004-05-26;10542;469.11
Niemcy;Callahan;2004-05-23;10543;1504.5
Niemcy;Peacock;2004-05-30;10544;417.2
Niemcy;Callahan;2004-06-26;10545;210.0
Niemcy;Davolio;2004-05-27;10546;2812.0
Niemcy;Leverling;2004-06-02;10547;1792.8
Niemcy;Leverling;2004-06-02;10548;240.1
Niemcy;Peacock;2004-06-06;10551;1677.3
Niemcy;Fuller;2004-06-05;10552;880.5
Niemcy;Fuller;2004-06-03;10553;1546.3
Niemcy;Peacock;2004-06-05;10554;1728.52
Niemcy;Fuller;2004-06-13;10556;835.2
Niemcy;Davolio;2004-06-10;10558;2142.9
Niemcy;Callahan;2004-06-09;10560;1072.42
Niemcy;Fuller;2004-06-09;10561;2844.5
Niemcy;Davolio;2004-06-12;10562;488.7
Niemcy;Fuller;2004-06-24;10563;965.0
Niemcy;Peacock;2004-06-16;10564;1234.05
Niemcy;Callahan;2004-06-18;10565;639.9
Niemcy;Davolio;2004-06-17;10567;2519.0
Niemcy;Leverling;2004-07-09;10568;155.0
Niemcy;Leverling;2004-06-19;10570;2465.25
Niemcy;Callahan;2004-07-04;10571;550.59
Niemcy;Leverling;2004-06-25;10572;1501.08
Niemcy;Peacock;2004-06-30;10574;764.3
Niemcy;Leverling;2004-06-30;10576;838.45
Niemcy;Peacock;2004-07-25;10578;477.0
Niemcy;Davolio;2004-07-04;10579;317.75
Niemcy;Peacock;2004-07-01;10580;1013.74
Niemcy;Leverling;2004-07-02;10581;310.0
Niemcy;Leverling;2004-07-14;10582;330.0
Niemcy;Fuller;2004-07-04;10583;2237.5
Niemcy;Peacock;2004-07-04;10584;593.75
Niemcy;Davolio;2004-07-09;10587;807.38
Niemcy;Fuller;2004-07-10;10588;3120.0
Niemcy;Callahan;2004-07-14;10589;72.0
Niemcy;Peacock;2004-07-14;10590;1101.0
Niemcy;Davolio;2004-07-16;10591;812.5
Niemcy;Leverling;2004-07-16;10592;516.46
Niemcy;Leverling;2004-07-16;10594;565.5
Niemcy;Fuller;2004-07-14;10595;4725.0
Niemcy;Callahan;2004-08-12;10596;1180.88
Niemcy;Davolio;2004-07-18;10598;2388.5
Niemcy;Peacock;2004-07-21;10600;479.8
Niemcy;Callahan;2004-07-22;10602;48.75
Niemcy;Callahan;2004-08-08;10603;1483.0
Niemcy;Davolio;2004-07-29;10604;230.85
Niemcy;Davolio;2004-07-29;10605;4109.69
Niemcy;Peacock;2004-07-31;10606;1130.4
Niemcy;Peacock;2004-08-01;10608;1064.0
Niemcy;Callahan;2004-08-06;10610;299.25
Niemcy;Davolio;2004-08-01;10612;6375.0
Niemcy;Peacock;2004-08-01;10613;353.2
Niemcy;Callahan;2004-08-01;10614;464.0
Niemcy;Fuller;2004-08-06;10615;120.0
Niemcy;Davolio;2004-08-05;10616;4806.99
Niemcy;Peacock;2004-08-04;10617;1402.5
Niemcy;Davolio;2004-08-08;10618;2697.5
Niemcy;Leverling;2004-08-07;10619;1260.0
Niemcy;Fuller;2004-08-14;10620;57.5
Niemcy;Peacock;2004-08-11;10621;758.5
Niemcy;Peacock;2004-08-11;10622;560.0
Niemcy;Callahan;2004-08-12;10623;1336.95
Niemcy;Peacock;2004-08-19;10624;1393.24
Niemcy;Leverling;2004-08-14;10625;479.75
Niemcy;Davolio;2004-08-20;10626;1503.6
Niemcy;Callahan;2004-08-21;10627;1185.75
Niemcy;Peacock;2004-08-20;10628;450.0
Niemcy;Peacock;2004-08-20;10629;2775.05
Niemcy;Davolio;2004-08-19;10630;903.6
Niemcy;Callahan;2004-08-15;10631;55.8
Niemcy;Callahan;2004-08-19;10632;589.0
Niemcy;Peacock;2004-08-21;10634;4985.5
Niemcy;Callahan;2004-08-21;10635;1326.22
Niemcy;Peacock;2004-08-26;10636;629.5
Niemcy;Leverling;2004-09-01;10638;2720.05
Niemcy;Peacock;2004-08-28;10640;708.75
Niemcy;Peacock;2004-08-26;10641;2054.0
Niemcy;Leverling;2004-09-01;10644;1371.8
Niemcy;Peacock;2004-09-02;10645;1535.0
Niemcy;Peacock;2004-09-03;10647;636.0
Niemcy;Callahan;2004-09-11;10651;397.8
Niemcy;Peacock;2004-09-08;10652;318.84
Niemcy;Davolio;2004-09-19;10653;1083.15
Niemcy;Davolio;2004-09-11;10655;154.4
Niemcy;Fuller;2004-09-15;10657;4371.6
Niemcy;Peacock;2004-09-08;10658;4464.6
Niemcy;Callahan;2004-10-15;10660;1701.0
Niemcy;Leverling;2004-09-18;10662;125.0
Niemcy;Fuller;2004-10-03;10663;1930.4
Niemcy;Davolio;2004-09-19;10664;1288.39
Niemcy;Davolio;2004-09-17;10665;1295.0
Niemcy;Davolio;2004-09-23;10668;625.27
Niemcy;Fuller;2004-09-22;10669;570.0
Niemcy;Peacock;2004-09-18;10670;2301.75
Niemcy;Davolio;2004-09-24;10671;920.1
Niemcy;Fuller;2004-09-19;10673;412.35
Niemcy;Peacock;2004-09-30;10674;45.0
Niemcy;Fuller;2004-09-29;10676;534.85
Niemcy;Davolio;2004-09-26;10677;813.36
Niemcy;Callahan;2004-09-30;10679;660.0
Niemcy;Davolio;2004-09-26;10680;1261.88
Niemcy;Leverling;2004-09-30;10681;1287.4
Niemcy;Leverling;2004-10-01;10682;375.5
Niemcy;Fuller;2004-10-01;10683;63.0
Niemcy;Leverling;2004-09-30;10684;1768.0
Niemcy;Peacock;2004-10-03;10685;801.1
Niemcy;Fuller;2004-10-08;10686;1404.45
Niemcy;Peacock;2004-10-07;10688;3160.6
Niemcy;Davolio;2004-10-07;10689;472.5
Niemcy;Davolio;2004-10-03;10690;862.5
Niemcy;Fuller;2004-10-22;10691;10164.8
Niemcy;Peacock;2004-10-13;10692;878.0
Niemcy;Leverling;2004-10-10;10693;2071.2
Niemcy;Callahan;2004-10-09;10694;4825.0
Niemcy;Callahan;2004-10-14;10696;996.0
Niemcy;Leverling;2004-10-14;10697;805.43
Niemcy;Peacock;2004-10-17;10698;3436.45
Niemcy;Leverling;2004-10-13;10699;114.0
Niemcy;Leverling;2004-10-16;10700;1638.4
Niemcy;Peacock;2004-10-21;10702;330.0
Niemcy;Callahan;2004-10-21;10706;1893.0
Niemcy;Peacock;2004-10-23;10707;1641.0
Niemcy;Davolio;2004-11-20;10709;3424.0
Niemcy;Davolio;2004-10-23;10710;93.5
Niemcy;Leverling;2004-10-31;10712;1233.48
Niemcy;Davolio;2004-10-24;10713;2827.9
Niemcy;Leverling;2004-10-29;10715;1296.0
Niemcy;Peacock;2004-10-27;10716;706.0
Niemcy;Davolio;2004-10-29;10717;1270.75
Niemcy;Davolio;2004-10-29;10718;3463.0
Niemcy;Callahan;2004-11-05;10719;844.25
Niemcy;Callahan;2004-11-05;10720;550.0
Niemcy;Callahan;2004-11-04;10722;1570.0
Niemcy;Leverling;2004-11-25;10723;468.45
Niemcy;Callahan;2004-11-05;10724;638.5
Niemcy;Peacock;2004-11-05;10725;287.8
Niemcy;Peacock;2004-12-05;10726;655.0
Niemcy;Fuller;2004-12-05;10727;1624.5
Niemcy;Peacock;2004-11-11;10728;1296.75
Niemcy;Callahan;2004-11-14;10729;1850.0
Niemcy;Leverling;2004-11-07;10732;360.0
Niemcy;Davolio;2004-11-10;10733;1459.0
Niemcy;Fuller;2004-11-12;10734;1498.35
Niemcy;Fuller;2004-11-18;10737;139.8
Niemcy;Fuller;2004-11-18;10738;52.35
Niemcy;Leverling;2004-11-17;10739;240.0
Niemcy;Peacock;2004-11-25;10740;1416.0
Niemcy;Peacock;2004-11-18;10741;228.0
Niemcy;Leverling;2004-11-18;10742;3118.0
Niemcy;Davolio;2004-11-21;10743;319.2
Niemcy;Davolio;2004-11-21;10746;2311.7
Niemcy;Leverling;2004-11-28;10748;2196.0
Niemcy;Peacock;2004-12-19;10749;1080.0
Niemcy;Leverling;2004-12-03;10751;1631.48
Niemcy;Fuller;2004-11-28;10752;252.0
Niemcy;Leverling;2004-11-27;10753;88.0
Niemcy;Peacock;2004-11-28;10755;1948.5
Niemcy;Callahan;2004-12-02;10756;1990.0
Niemcy;Leverling;2004-12-04;10758;1644.6
Niemcy;Leverling;2004-12-12;10759;320.0
Niemcy;Peacock;2004-12-10;10760;2917.0
Niemcy;Leverling;2004-12-09;10762;4337.0
Niemcy;Leverling;2004-12-08;10763;616.0
Niemcy;Leverling;2004-12-09;10765;1515.6
Niemcy;Peacock;2004-12-09;10766;2310.0
Niemcy;Peacock;2004-12-15;10767;28.0
Niemcy;Leverling;2004-12-15;10768;1477.0
Niemcy;Leverling;2004-12-12;10769;1684.27
Niemcy;Callahan;2004-12-17;10770;236.25
Niemcy;Leverling;2004-12-19;10772;3603.22
Niemcy;Davolio;2004-12-16;10773;2030.4
Niemcy;Peacock;2004-12-12;10774;868.75
Niemcy;Davolio;2004-12-18;10776;6635.27
Niemcy;Leverling;2004-12-24;10778;96.5
Niemcy;Leverling;2005-01-14;10779;1335.0
Niemcy;Fuller;2004-12-25;10780;720.0
Niemcy;Fuller;2004-12-19;10781;975.88
Niemcy;Peacock;2004-12-19;10783;1442.5
Niemcy;Peacock;2004-12-22;10784;1488.0
Niemcy;Davolio;2004-12-24;10785;387.5
Niemcy;Callahan;2004-12-23;10786;1531.08
Niemcy;Fuller;2004-12-26;10787;2622.76
Niemcy;Davolio;2005-01-19;10788;731.5
Niemcy;Davolio;2004-12-31;10789;3687.0
Niemcy;Davolio;2004-12-31;10792;399.85
Niemcy;Leverling;2005-01-08;10793;191.1
Niemcy;Callahan;2005-01-20;10795;2158.0
Niemcy;Leverling;2005-01-14;10796;2341.36
Niemcy;Fuller;2005-01-05;10798;446.6
Niemcy;Davolio;2005-01-05;10800;1468.93
Niemcy;Peacock;2004-12-31;10801;3026.85
Niemcy;Peacock;2005-01-02;10802;2942.81
Niemcy;Peacock;2005-01-06;10803;1193.01
Niemcy;Fuller;2005-01-09;10805;2775.0
Niemcy;Leverling;2005-01-05;10806;439.6
Niemcy;Peacock;2005-01-30;10807;18.4
Niemcy;Fuller;2005-01-09;10808;1411.0
Niemcy;Fuller;2005-01-07;10810;187.0
Niemcy;Callahan;2005-01-08;10811;852.0
Niemcy;Davolio;2005-01-09;10813;602.4
Niemcy;Leverling;2005-01-14;10814;1788.45
Niemcy;Fuller;2005-01-14;10815;40.0
Niemcy;Peacock;2005-02-04;10816;8446.45
Niemcy;Leverling;2005-01-13;10817;10952.84
Niemcy;Fuller;2005-01-16;10819;477.0
Niemcy;Leverling;2005-01-13;10820;1140.0
Niemcy;Davolio;2005-01-15;10821;678.0
Niemcy;Callahan;2005-01-30;10824;250.8
Niemcy;Davolio;2005-01-14;10825;1030.76
Niemcy;Davolio;2005-02-06;10827;843.0
Niemcy;Peacock;2005-01-21;10830;1974.0
Niemcy;Leverling;2005-01-23;10831;2684.4
Niemcy;Fuller;2005-01-19;10832;475.11
Niemcy;Davolio;2005-01-19;10834;1432.71
Niemcy;Davolio;2005-01-21;10835;845.8
Niemcy;Leverling;2005-01-23;10838;1938.38
Niemcy;Leverling;2005-01-22;10839;827.55
Niemcy;Peacock;2005-02-16;10840;211.2
Niemcy;Davolio;2005-01-29;10842;975.0
Niemcy;Peacock;2005-01-26;10843;159.0
Niemcy;Callahan;2005-01-26;10844;735.0
Niemcy;Callahan;2005-01-30;10845;3812.7
Niemcy;Fuller;2005-01-23;10846;1112.0
Niemcy;Peacock;2005-02-10;10847;4931.92
Niemcy;Davolio;2005-01-30;10850;629.0
Niemcy;Callahan;2005-01-30;10852;2984.0
Niemcy;Leverling;2005-02-05;10854;2966.5
Niemcy;Leverling;2005-02-04;10855;2227.89
Niemcy;Leverling;2005-02-10;10856;660.0
Niemcy;Callahan;2005-02-06;10857;2048.22
Niemcy;Fuller;2005-02-03;10858;649.0
Niemcy;Davolio;2005-02-02;10859;1078.69
Niemcy;Leverling;2005-02-04;10860;519.0
Niemcy;Peacock;2005-02-17;10861;3523.4
Niemcy;Callahan;2005-02-02;10862;581.0
Niemcy;Peacock;2005-02-17;10863;441.15
Niemcy;Peacock;2005-02-09;10864;282.0
Niemcy;Fuller;2005-02-12;10865;16387.5
Niemcy;Peacock;2005-02-09;10873;336.8
Niemcy;Peacock;2005-03-03;10875;709.55
Niemcy;Davolio;2005-02-19;10877;1955.13
Niemcy;Peacock;2005-02-12;10878;1539.0
Niemcy;Leverling;2005-02-12;10879;611.3
Niemcy;Peacock;2005-02-18;10881;150.0
Niemcy;Peacock;2005-02-20;10882;892.64
Niemcy;Callahan;2005-02-20;10883;36.0
Niemcy;Peacock;2005-02-13;10884;1378.07
Niemcy;Davolio;2005-03-02;10886;3127.5
Niemcy;Callahan;2005-02-16;10887;70.0
Niemcy;Davolio;2005-02-23;10888;605.0
Niemcy;Peacock;2005-02-19;10892;2090.0
Niemcy;Davolio;2005-02-20;10894;2753.1
Niemcy;Leverling;2005-02-23;10895;6379.4
Niemcy;Leverling;2005-02-25;10897;10835.24
Niemcy;Peacock;2005-03-06;10898;30.0
Niemcy;Davolio;2005-03-04;10900;33.75
Niemcy;Peacock;2005-02-26;10901;934.5
Niemcy;Davolio;2005-03-03;10902;863.43
Niemcy;Leverling;2005-03-04;10903;932.05
Niemcy;Leverling;2005-02-27;10904;1924.25
Niemcy;Peacock;2005-03-03;10906;427.5
Niemcy;Peacock;2005-03-06;10908;663.1
Niemcy;Davolio;2005-03-10;10909;670.0
Niemcy;Davolio;2005-03-04;10910;452.9
Niemcy;Leverling;2005-03-05;10911;858.0
Niemcy;Fuller;2005-03-18;10912;6200.55
Niemcy;Peacock;2005-03-04;10913;768.75
Niemcy;Fuller;2005-03-02;10915;539.5
Niemcy;Davolio;2005-03-09;10916;686.7
Niemcy;Peacock;2005-03-11;10917;365.89
Niemcy;Leverling;2005-03-11;10918;1447.5
Niemcy;Fuller;2005-03-04;10919;1122.8
Niemcy;Peacock;2005-03-09;10920;390.0
Niemcy;Davolio;2005-03-09;10921;1936.0
Niemcy;Leverling;2005-04-08;10924;1835.7
Niemcy;Leverling;2005-03-13;10925;475.15
Niemcy;Peacock;2005-03-11;10926;514.4
Niemcy;Peacock;2005-04-08;10927;800.0
Niemcy;Davolio;2005-03-18;10928;137.5
Niemcy;Peacock;2005-03-18;10930;2255.5
Niemcy;Peacock;2005-03-19;10931;799.2
Niemcy;Callahan;2005-03-24;10932;1788.63
Niemcy;Leverling;2005-03-12;10934;500.0
Niemcy;Peacock;2005-03-18;10935;619.5
Niemcy;Leverling;2005-03-18;10936;456.0
Niemcy;Leverling;2005-03-16;10938;2731.87
Niemcy;Fuller;2005-03-13;10939;637.5
Niemcy;Callahan;2005-03-23;10940;360.0
Niemcy;Peacock;2005-03-19;10943;711.0
Niemcy;Peacock;2005-03-18;10945;245.0
Niemcy;Davolio;2005-03-19;10946;1407.5
Niemcy;Leverling;2005-03-16;10947;220.0
Niemcy;Leverling;2005-03-19;10948;2362.25
Niemcy;Fuller;2005-03-17;10949;4422.0
Niemcy;Davolio;2005-03-23;10950;110.0
Niemcy;Davolio;2005-03-24;10952;471.2
Niemcy;Callahan;2005-03-20;10955;74.4
Niemcy;Callahan;2005-03-27;10957;1762.7
Niemcy;Leverling;2005-04-08;10960;265.35
Niemcy;Callahan;2005-03-30;10961;1119.9
Niemcy;Callahan;2005-03-23;10962;3584.0
Niemcy;Leverling;2005-03-24;10964;2052.5
Niemcy;Peacock;2005-04-08;10966;1098.46
Niemcy;Fuller;2005-04-02;10967;910.4
Niemcy;Davolio;2005-04-01;10968;1408.0
Niemcy;Davolio;2005-03-30;10969;108.0
Niemcy;Fuller;2005-04-02;10971;1733.06
Niemcy;Peacock;2005-03-26;10972;251.5
Niemcy;Leverling;2005-04-03;10974;439.0
Niemcy;Davolio;2005-03-27;10975;717.5
Niemcy;Davolio;2005-04-03;10976;912.0
Niemcy;Callahan;2005-04-10;10977;2233.0
Niemcy;Callahan;2005-03-31;10979;4813.5
Niemcy;Peacock;2005-04-17;10980;248.0
Niemcy;Davolio;2005-04-02;10981;15810.0
Niemcy;Fuller;2005-04-08;10982;1014.0
Niemcy;Fuller;2005-04-06;10983;720.9
Niemcy;Davolio;2005-04-03;10984;1809.75
Niemcy;Fuller;2005-04-02;10985;2023.38
Niemcy;Callahan;2005-04-21;10986;2220.0
Niemcy;Callahan;2005-04-06;10987;2772.0
Niemcy;Leverling;2005-04-10;10988;3574.8
Niemcy;Fuller;2005-04-02;10989;1353.6
Niemcy;Fuller;2005-04-07;10990;4288.85
Niemcy;Davolio;2005-04-07;10991;2296.0
Niemcy;Davolio;2005-04-03;10992;69.6
Niemcy;Fuller;2005-04-09;10994;940.5
Niemcy;Davolio;2005-04-06;10995;1196.0
Niemcy;Peacock;2005-04-10;10996;560.0
Niemcy;Callahan;2005-04-13;10997;1885.0
